#Min_Id	Max_Id	Length	可否hold	是否起降	是否弯道
42	405	275.70 	0	0	1
405	565	221.30 	0	0	1
45	405	149.70 	0	0	1
42	406	321.90 	0	0	1
406	565	267.60 	0	0	1
45	406	130.20 	0	0	1
45	47	154.70 	0	0	0
197	437	116.50 	0	0	1
198	437	71.49 	0	0	1
198	436	60.11 	0	0	1
199	436	74.34 	0	0	1
199	435	63.03 	0	0	1
194	435	128.20 	0	0	1
179	435	467.60 	0	0	1
199	434	128.80 	0	0	1
194	434	115.70 	0	0	1
179	434	396.80 	0	0	1
199	433	234.70 	0	0	1
194	433	184.30 	0	0	1
179	433	306.90 	0	0	1
199	432	320.70 	0	0	1
194	432	270.40 	0	0	1
179	432	224.80 	0	0	1
199	431	418.60 	0	0	1
194	431	368.30 	0	0	1
179	431	141.00 	0	0	1
199	430	505.10 	0	0	1
194	430	454.70 	0	0	1
179	430	66.39 	0	0	1
185	429	258.60 	0	0	1
186	429	159.20 	0	0	1
187	429	284.10 	0	0	1
185	428	312.50 	0	0	1
186	428	213.20 	0	0	1
187	428	229.80 	0	0	1
185	427	359.80 	0	0	1
186	427	260.40 	0	0	1
187	427	175.70 	0	0	1
185	426	420.00 	0	0	1
186	426	320.60 	0	0	1
187	426	116.90 	0	0	1
189	425	113.60 	0	0	1
310	425	264.80 	0	0	1
189	424	192.70 	0	0	1
310	424	185.30 	0	0	1
189	423	276.00 	0	0	1
310	423	98.77 	0	0	1
185	438	117.70 	0	0	1
186	438	150.50 	0	0	1
187	438	453.80 	0	0	1
185	439	219.00 	0	0	1
186	439	128.00 	0	0	1
187	439	358.80 	0	0	1
185	440	303.30 	0	0	1
186	440	200.30 	0	0	1
187	440	275.70 	0	0	1
185	441	395.50 	0	0	1
186	441	296.20 	0	0	1
187	441	185.60 	0	0	1
185	588	488.50 	0	0	1
186	588	389.20 	0	0	1
188	442	192.70 	0	0	1
170	442	179.60 	0	0	1
187	443	132.90 	0	0	1
170	443	161.50 	0	0	1
188	443	115.00 	0	0	1
188	444	117.30 	0	0	1
171	444	171.80 	0	0	1
189	444	123.30 	0	0	1
189	445	90.33 	0	0	1
310	445	298.30 	0	0	1
189	446	185.30 	0	0	1
310	446	197.20 	0	0	1
189	447	271.90 	0	0	1
310	447	110.00 	0	0	1
310	448	94.97 	0	0	1
150	448	476.00 	0	0	1
310	449	188.40 	0	0	1
158	449	184.20 	0	0	1
158	448	159.70 	0	0	1
150	449	386.30 	0	0	1
310	450	287.40 	0	0	1
158	450	282.70 	0	0	1
150	450	289.90 	0	0	1
310	451	368.70 	0	0	1
158	451	364.40 	0	0	1
150	451	205.40 	0	0	1
310	452	450.10 	0	0	1
158	452	437.70 	0	0	1
150	452	123.50 	0	0	1
150	453	96.44 	0	0	1
149	453	172.60 	0	0	1
141	453	276.00 	0	0	1
150	454	183.40 	0	0	1
149	454	167.50 	0	0	1
141	454	189.60 	0	0	1
150	455	282.10 	0	0	1
149	455	247.30 	0	0	1
141	455	93.58 	0	0	1
310	419	215.50 	0	0	1
158	419	203.20 	0	0	1
150	419	333.70 	0	0	1
310	420	310.10 	0	0	1
158	420	297.10 	0	0	1
150	420	245.50 	0	0	1
310	421	396.00 	0	0	1
158	421	383.70 	0	0	1
150	421	162.30 	0	0	1
310	422	481.60 	0	0	1
158	422	469.20 	0	0	1
150	422	84.62 	0	0	1
570	585	368.80 	0	0	0
456	585	57.84 	0	0	1
456	570	337.60 	0	0	1
457	585	126.30 	0	0	1
457	570	270.70 	0	0	1
458	585	194.50 	0	0	1
458	570	197.00 	0	0	1
459	585	260.70 	0	0	1
459	570	129.10 	0	0	1
460	585	335.00 	0	0	1
460	570	52.69 	0	0	1
116	418	118.50 	0	0	1
117	418	217.50 	0	0	1
116	417	198.70 	0	0	1
117	417	134.80 	0	0	1
116	416	276.80 	0	0	1
117	416	57.07 	0	0	1
118	415	59.51 	0	0	1
119	415	292.80 	0	0	1
118	414	134.40 	0	0	1
119	414	221.10 	0	0	1
118	413	210.00 	0	0	1
119	413	147.60 	0	0	1
118	412	284.40 	0	0	1
119	412	69.51 	0	0	1
120	408	67.18 	0	0	1
121	408	307.90 	0	0	1
120	409	153.50 	0	0	1
121	409	229.50 	0	0	1
120	410	238.50 	0	0	1
121	410	152.90 	0	0	1
120	411	320.70 	0	0	1
121	411	72.04 	0	0	1
132	466	106.30 	0	0	1
92	466	1068.00 	0	0	1
132	467	205.60 	0	0	1
92	467	975.30 	0	0	1
132	468	310.50 	0	0	1
92	468	872.70 	0	0	1
132	469	398.60 	0	0	1
92	469	782.80 	0	0	1
132	470	485.60 	0	0	1
92	470	699.50 	0	0	1
132	471	574.40 	0	0	1
92	471	605.80 	0	0	1
132	472	662.50 	0	0	1
92	472	524.40 	0	0	1
132	473	752.20 	0	0	1
92	473	437.10 	0	0	1
132	474	834.20 	0	0	1
92	474	351.40 	0	0	1
132	475	924.40 	0	0	1
92	475	257.90 	0	0	1
132	476	1019.00 	0	0	1
92	476	167.10 	0	0	1
132	477	1107.00 	0	0	1
92	477	100.40 	0	0	1
478	551	109.20 	0	0	1
479	552	110.60 	0	0	1
480	553	111.70 	0	0	1
481	554	111.20 	0	0	1
482	555	110.00 	0	0	1
483	556	110.30 	0	0	1
484	557	94.58 	0	0	1
485	558	94.41 	0	0	1
486	559	94.87 	0	0	1
487	560	95.95 	0	0	1
488	561	97.27 	0	0	1
489	571	93.96 	0	0	1
490	572	91.64 	0	0	1
491	573	90.18 	0	0	1
492	574	88.07 	0	0	1
210	572	206.10 	0	0	1
278	493	117.50 	0	0	1
276	493	361.40 	0	0	1
278	494	164.50 	0	0	1
276	494	291.40 	0	0	1
278	495	254.70 	0	0	1
276	495	200.50 	0	0	1
278	496	316.20 	0	0	1
276	496	135.90 	0	0	1
278	497	383.30 	0	0	1
276	497	68.61 	0	0	1
278	586	99.06 	0	0	1
505	586	65.91 	0	0	1
505	584	614.90 	0	0	1
504	586	211.30 	0	0	1
504	584	510.00 	0	0	1
503	586	282.20 	0	0	1
503	584	424.80 	0	0	1
502	586	358.50 	0	0	1
502	584	350.10 	0	0	1
501	586	456.80 	0	0	1
501	584	268.90 	0	0	1
500	586	529.70 	0	0	1
500	584	192.10 	0	0	1
499	586	593.10 	0	0	1
499	584	130.00 	0	0	1
498	586	654.90 	0	0	1
498	584	66.35 	0	0	1
506	586	122.20 	0	0	1
277	506	166.60 	0	0	1
507	586	185.10 	0	0	1
277	507	123.90 	0	0	1
266	508	94.05 	0	0	1
267	508	150.00 	0	0	1
275	508	227.60 	0	0	1
266	509	116.50 	0	0	1
265	509	291.30 	0	0	1
266	510	195.50 	0	0	1
265	510	223.90 	0	0	1
266	511	287.70 	0	0	1
265	511	126.10 	0	0	1
266	512	388.10 	0	0	1
235	587	447.70 	0	0	1
265	513	109.70 	0	0	1
235	513	360.90 	0	0	1
265	514	208.50 	0	0	1
235	514	266.40 	0	0	1
265	515	299.20 	0	0	1
235	515	174.90 	0	0	1
265	516	372.80 	0	0	1
235	516	87.75 	0	0	1
256	587	101.60 	0	0	1
253	587	211.40 	0	0	1
256	513	81.64 	0	0	1
253	513	124.50 	0	0	1
256	514	151.30 	0	0	1
253	514	72.87 	0	0	1
256	515	242.10 	0	0	1
253	515	127.90 	0	0	1
256	516	315.60 	0	0	1
253	516	201.50 	0	0	1
249	516	72.98 	0	0	1
249	515	133.20 	0	0	1
249	514	225.10 	0	0	1
249	513	319.60 	0	0	1
249	587	406.90 	0	0	1
266	547	82.46 	0	0	1
265	547	351.00 	0	0	1
266	548	173.50 	0	0	1
265	548	258.40 	0	0	1
266	549	239.80 	0	0	1
265	549	191.20 	0	0	1
266	550	343.40 	0	0	1
265	550	85.69 	0	0	1
235	517	83.86 	0	0	1
236	517	164.50 	0	0	1
234	517	238.90 	0	0	1
235	518	168.90 	0	0	1
234	518	153.50 	0	0	1
236	518	91.15 	0	0	1
234	519	74.15 	0	0	1
236	519	92.36 	0	0	1
235	519	258.40 	0	0	1
234	520	93.36 	0	0	1
520	579	593.00 	0	0	1
234	521	182.60 	0	0	1
521	579	519.10 	0	0	1
234	522	268.60 	0	0	1
522	579	439.60 	0	0	1
234	523	344.70 	0	0	1
523	579	364.10 	0	0	1
234	524	429.80 	0	0	1
524	579	283.80 	0	0	1
234	525	521.70 	0	0	1
525	579	198.50 	0	0	1
234	526	606.10 	0	0	1
526	579	88.45 	0	0	1
234	546	101.40 	0	0	1
546	579	601.90 	0	0	1
234	545	209.80 	0	0	1
545	579	502.40 	0	0	1
234	544	264.60 	0	0	1
544	579	437.10 	0	0	1
234	543	332.50 	0	0	1
543	579	365.20 	0	0	1
234	542	465.00 	0	0	1
542	579	251.10 	0	0	1
234	541	534.50 	0	0	1
541	579	181.90 	0	0	1
234	540	627.40 	0	0	1
540	579	94.86 	0	0	1
527	579	90.13 	0	0	1
527	578	136.70 	0	0	1
527	580	112.50 	0	0	1
528	581	207.70 	0	0	1
218	528	268.40 	0	0	1
528	580	149.50 	0	0	1
528	576	117.50 	0	0	1
529	576	125.40 	0	0	1
216	529	165.80 	0	0	1
530	576	175.50 	0	0	1
216	530	112.20 	0	0	1
216	531	79.59 	0	0	1
531	602	154.60 	0	0	1
539	575	85.69 	0	0	1
539	602	708.90 	0	0	1
539	601	720.45 	0	0	1
538	575	160.30 	0	0	1
538	602	639.90 	0	0	1
538	601	651.35 	0	0	1
537	575	232.50 	0	0	1
537	602	567.60 	0	0	1
537	601	579.55 	0	0	1
536	575	303.20 	0	0	1
536	602	495.50 	0	0	1
536	601	507.05 	0	0	1
535	575	368.80 	0	0	1
535	601	438.95 	0	0	1
535	602	427.50 	0	0	1
534	575	430.30 	0	0	1
534	602	354.60 	0	0	1
533	575	510.90 	0	0	1
533	602	290.70 	0	0	1
532	575	577.80 	0	0	1
532	602	218.30 	0	0	1
216	539	727.20 	0	0	1
216	538	658.20 	0	0	1
216	537	585.90 	0	0	1
216	536	513.80 	0	0	1
216	535	445.90 	0	0	1
216	534	372.90 	0	0	1
216	533	309.00 	0	0	1
216	532	236.70 	0	0	1
569	589	362.20 	0	0	0
465	589	67.89 	0	0	1
465	569	303.90 	0	0	1
464	589	129.30 	0	0	1
464	569	248.20 	0	0	1
463	589	200.10 	0	0	1
463	569	178.60 	0	0	1
462	589	264.00 	0	0	1
462	569	116.70 	0	0	1
461	589	335.80 	0	0	1
461	569	45.32 	0	0	1
104	590	91.98 	0	0	0
466	590	260.50 	0	0	1
467	590	169.20 	0	0	1
468	590	96.05 	0	0	1
469	590	110.00 	0	0	1
470	590	194.10 	0	0	1
471	590	284.60 	0	0	1
472	590	372.80 	0	0	1
473	590	463.60 	0	0	1
474	590	545.60 	0	0	1
475	590	634.20 	0	0	1
476	590	730.00 	0	0	1
477	590	814.00 	0	0	1
97	466	658.30 	0	0	1
97	467	566.70 	0	0	1
97	468	456.60 	0	0	1
97	469	372.60 	0	0	1
97	470	290.10 	0	0	1
97	471	198.20 	0	0	1
97	472	119.40 	0	0	1
97	473	94.37 	0	0	1
97	474	148.80 	0	0	1
97	475	238.20 	0	0	1
97	476	332.30 	0	0	1
97	477	421.20 	0	0	1
92	590	834.80 	0	0	0
92	97	442.30 	0	0	1
132	590	323.20 	0	0	1
97	132	720.80 	0	0	0
335	600	72.30	1	0	0
105	600	183.30 	1	0	0
107	600	162.20 	1	0	1
101	600	267.50 	1	0	1
